area,new/resale,price_negotiable,security_deposit,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,Car Parking,amenity_count,city_Ghaziabad,city_Lucknow,city_Pune,property_type_Plot,property_type_Villa,facing_North,facing_Northeast,facing_Northwest,facing_South,facing_Southeast,facing_Southwest,facing_Unknown,facing_West,status_1.0,status_Unknown,price,log_price
-0.09211945176702328,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,1.5140588800883181,1.4189469847620721,-0.6327913788749577,1.0744765660747564,-0.4792977865160698,-0.7324215565105496,-0.5624375880699755,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,0.29504940180177724,-0.6193312753764257,0.09572382213033344,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4441000.0,15.306390359448724
-0.6216698410991055,-1.8208741623109568,-0.599353514788021,0.0,-0.22908580614841076,0.18627293187178012,-0.6604762953087188,-0.7047479650324492,-0.6327913788749577,-0.9306857232384027,-0.4792977865160698,-0.7324215565105496,-0.5624375880699755,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,0.29504940180177724,-0.6193312753764257,-0.9640986072118907,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,1500000.0,14.220976332738882
-0.3241696223732166,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,-0.6604762953087188,-0.7047479650324492,-0.6327913788749577,-0.9306857232384027,-0.4792977865160698,1.3653339270409581,1.7779750521858526,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,-4.119701452720742,-0.6193312753764257,-0.25755032098374125,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,480000.0,13.081543466215237
-0.9489200816975834,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,1.5140588800883181,1.4189469847620721,-0.6327913788749577,-0.9306857232384027,-0.4792977865160698,-0.7324215565105496,-0.5624375880699755,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,0.5798720375774251,-0.6193312753764257,-0.25755032098374125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1971000.0,14.4940520934914
2.4366324074030326,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,1.5140588800883181,1.4189469847620721,1.5802996585982318,1.0744765660747564,2.0863856002107206,1.3653339270409581,1.7779750521858526,1.7413266772962563,2.1167424665327284,-0.39783269455699816,-2.125943002291216,1.6146447624370441,2.2153686808147817,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,33600000.0,17.330036654695338
-0.26466957862803886,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,1.5140588800883181,-0.7047479650324492,-0.6327913788749577,1.0744765660747564,-0.4792977865160698,-0.7324215565105496,-0.5624375880699755,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,0.8646946733530705,-0.6193312753764257,-0.25755032098374125,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5771000.0,15.568356106973283
0.651631095047699,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,1.5140588800883181,1.4189469847620721,1.5802996585982318,1.0744765660747564,2.0863856002107206,1.3653339270409581,1.7779750521858526,-0.574274783151368,2.1167424665327284,2.5136194528042455,-3.692467499057272,1.6146447624370441,2.2153686808147817,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,5900000.0,15.59046307836746
-0.26466957862803886,0.5491867701230122,1.6684643959311383,0.0,-0.22908580614841076,-0.15080482008044183,-0.6604762953087188,1.4189469847620721,1.5802996585982318,-0.9306857232384027,-0.4792977865160698,-0.7324215565105496,1.7779750521858526,-0.574274783151368,-0.4724240269237959,2.5136194528042455,0.29504940180177724,1.6146447624370441,0.44899796524440816,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,748750.0,13.526161763970169
0.4969309813102367,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.038445569429701176,1.5140588800883181,1.4189469847620721,1.5802996585982318,1.0744765660747564,2.0863856002107206,1.3653339270409581,1.7779750521858526,1.7413266772962563,2.1167424665327284,-0.39783269455699816,0.29504940180177724,1.6146447624370441,2.2153686808147817,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,6700000.0,15.717618233614914
-0.0861694473925055,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,1.5140588800883181,-0.7047479650324492,-0.6327913788749577,-0.9306857232384027,-0.4792977865160698,-0.7324215565105496,-0.5624375880699755,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,0.5798720375774251,-0.6193312753764257,-0.610824464097816,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,6345000.0,15.663177816735026
-1.1631202391802233,0.5491867701230122,-0.599353514788021,0.0,-0.22908580614841076,-0.15080482008044183,-0.6604762953087188,-0.7047479650324492,-0.6327913788749577,-0.9306857232384027,-0.4792977865160698,-0.7324215565105496,-0.5624375880699755,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,-2.125943002291216,1.6146447624370441,-0.9640986072118907,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,825165.0,13.623339857197585
-0.5978698236010344,0.5491867701230122,1.6684643959311383,0.0,4.365176598292435,-0.15080482008044183,-0.6604762953087188,-0.7047479650324492,-0.6327913788749577,-0.9306857232384027,-0.4792977865160698,-0.7324215565105496,-0.5624375880699755,-0.574274783151368,-0.4724240269237959,-0.39783269455699816,0.29504940180177724,-0.6193312753764257,-0.9640986072118907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2490000.0,14.727793670047236
